query,page,clicks,impressions,ctr,position
postcode 5068,https://www.yourpropertyguide.com.au/postcodes/5068,0,9,0,9
postcode 5069,https://www.yourpropertyguide.com.au/postcodes/5069,0,20,0,6.8
postcode 5069,https://www.yourpropertyguide.com.au/suburbs/st-peters-sa-5069,0,6,0,11.3
postcode 5070,https://www.yourpropertyguide.com.au/postcodes/5070,0,9,0,9.7
postcode 5070,https://www.yourpropertyguide.com.au/suburbs/payneham-sa-5070,0,2,0,11.5
postcode 5072,https://www.yourpropertyguide.com.au/suburbs/auldana-sa-5072,0,1,0,50
postcode 5072,https://www.yourpropertyguide.com.au/suburbs/magill-south-sa-5072,0,1,0,14
postcode 5085,https://www.yourpropertyguide.com.au/postcodes/5085,0,2,0,9.5
postcode 5094,https://www.yourpropertyguide.com.au/postcodes/5094,0,5,0,10.6
postcode 5095,https://www.yourpropertyguide.com.au/suburbs/pooraka-sa-5095,0,2,0,13
postcode 5110,https://www.yourpropertyguide.com.au/suburbs/st-kilda-sa-5110,0,2,0,10
postcode 5111,https://www.yourpropertyguide.com.au/postcodes/5111,0,18,0,7.8
postcode 5113,https://www.yourpropertyguide.com.au/suburbs/davoren-park-south-sa-5113,0,5,0,11.6
postcode 5113,https://www.yourpropertyguide.com.au/suburbs/elizabeth-north-sa-5113,0,2,0,11
postcode 5114,https://www.yourpropertyguide.com.au/suburbs/craigmore-sa-5114,0,12,0,13.1
postcode 5114,https://www.yourpropertyguide.com.au/suburbs/smithfield-sa-5114,0,1,0,21
postcode 5116,https://www.yourpropertyguide.com.au/suburbs/evanston-south-sa-5116,0,1,0,9
postcode 5118,https://www.yourpropertyguide.com.au/suburbs/gawler-east-sa-5118,0,22,0,8.2
postcode 5118,https://www.yourpropertyguide.com.au/suburbs/gawler-river-sa-5118,0,3,0,8.7
postcode 5120,https://www.yourpropertyguide.com.au/postcodes/5120,0,8,0,9
postcode 5121,https://www.yourpropertyguide.com.au/postcodes/5121,0,4,0,8.5
postcode 5159,https://www.yourpropertyguide.com.au/postcodes/5159,0,2,0,10
postcode 5161,https://www.yourpropertyguide.com.au/suburbs/reynella-east-sa-5161,0,1,0,36
postcode 5163,https://www.yourpropertyguide.com.au/postcodes/5163,0,7,0,5
postcode 5165,https://www.yourpropertyguide.com.au/postcodes/5165,0,2,0,16
postcode 5165,https://www.yourpropertyguide.com.au/suburbs/christies-beach-north-sa-5165,0,1,0,9
postcode 5169,https://www.yourpropertyguide.com.au/suburbs/seaford-heights-sa-5169,0,2,0,39.5
postcode 5214,https://www.yourpropertyguide.com.au/postcodes/5214,0,4,0,9
postcode 5220,https://www.yourpropertyguide.com.au/postcodes/5220,0,5,0,7.2
postcode 5222,https://www.yourpropertyguide.com.au/postcodes/5422,0,1,0,26
postcode 5235,https://www.yourpropertyguide.com.au/suburbs/springton-sa-5235,0,1,0,8
postcode 5261,https://www.yourpropertyguide.com.au/postcodes/5261,0,1,0,10
postcode 5271,https://www.yourpropertyguide.com.au/postcodes/5271,0,1,0,19
postcode 5280,https://www.yourpropertyguide.com.au/suburbs/sebastopol-sa-5280,0,2,0,11
postcode 5290,https://www.yourpropertyguide.com.au/suburbs/mount-gambier-sa-5290,0,3,0,9.7
postcode 5291,https://www.yourpropertyguide.com.au/suburbs/mount-gambier-west-sa-5291,0,1,0,15
postcode 5333,https://www.yourpropertyguide.com.au/suburbs/loxton-north-sa-5333,0,3,0,10
postcode 5341,https://www.yourpropertyguide.com.au/postcodes/5341,0,1,0,12
postcode 5355,https://www.yourpropertyguide.com.au/suburbs/ebenezer-sa-5355,0,1,0,11
postcode 5422,https://www.yourpropertyguide.com.au/suburbs/minvalara-sa-5422,0,1,0,11
postcode 5482,https://www.yourpropertyguide.com.au/suburbs/booleroo-centre-sa-5482,0,1,0,10
postcode 5550,https://www.yourpropertyguide.com.au/suburbs/nantawarra-sa-5550,0,1,0,13
postcode 5555,https://www.yourpropertyguide.com.au/suburbs/collinsfield-sa-5555,0,5,0,9
postcode 5556,https://www.yourpropertyguide.com.au/suburbs/wallaroo-sa-5556,0,3,0,11.7
postcode 5558,https://www.yourpropertyguide.com.au/suburbs/paramatta-sa-5558,0,2,0,11
postcode 5558,https://www.yourpropertyguide.com.au/suburbs/port-hughes-sa-5558,0,1,0,11
postcode 5570,https://www.yourpropertyguide.com.au/postcodes/5570,0,2,0,9.5
postcode 5600,https://www.yourpropertyguide.com.au/suburbs/whyalla-dc-sa-5600,0,2,0,11
postcode 5606,https://www.yourpropertyguide.com.au/suburbs/port-lincoln-sa-5606,0,3,0,9.3
postcode 5606,https://www.yourpropertyguide.com.au/suburbs/port-lincoln-south-sa-5606,0,15,0,9.9
postcode 5607,https://www.yourpropertyguide.com.au/postcodes/5607,0,5,0,12
postcode 5640,https://www.yourpropertyguide.com.au/suburbs/cleve-sa-5640,0,1,0,8
postcode 5660,https://www.yourpropertyguide.com.au/suburbs/cungena-sa-5660,0,1,0,8
postcode 5725,https://www.yourpropertyguide.com.au/suburbs/olympic-dam-sa-5725,0,1,0,11
postcode 5725,https://www.yourpropertyguide.com.au/suburbs/roxby-downs-station-sa-5725,0,1,0,25
postcode 5950,https://www.yourpropertyguide.com.au/postcodes/5950,0,6,0,10.2
postcode 6003,https://www.yourpropertyguide.com.au/postcodes/6003,0,3,0,7.3
postcode 6003,https://www.yourpropertyguide.com.au/suburbs/highgate-wa-6003,0,7,0,11.3
postcode 6004,https://www.yourpropertyguide.com.au/suburbs/east-perth-wa-6004,0,1,0,7
postcode 6005 western australia city australia city,https://www.yourpropertyguide.com.au/suburbs/west-perth-wa-6005,0,4,0,8
postcode 6008,https://www.yourpropertyguide.com.au/postcodes/6008,0,12,0,9.6
postcode 6011,https://www.yourpropertyguide.com.au/postcodes/6011,0,12,0,5.7
postcode 6015,https://www.yourpropertyguide.com.au/postcodes/6015,0,5,0,8.4
postcode 6016,https://www.yourpropertyguide.com.au/postcodes/4516,0,1,0,29
postcode 6018,https://www.yourpropertyguide.com.au/suburbs/karrinyup-wa-6018,0,3,0,14.3
postcode 6020,https://www.yourpropertyguide.com.au/postcodes/6020,0,5,0,7.2
postcode 6020,https://www.yourpropertyguide.com.au/suburbs/watermans-bay-wa-6020,0,1,0,12
postcode 6024,https://www.yourpropertyguide.com.au/suburbs/warwick-wa-6024,0,6,0,9.3
postcode 6026,https://www.yourpropertyguide.com.au/suburbs/woodvale-wa-6026,0,1,0,11
postcode 6036,https://www.yourpropertyguide.com.au/suburbs/butler-wa-6036,0,1,0,11
postcode 6042,https://www.yourpropertyguide.com.au/postcodes/6042,0,1,0,8
postcode 6044,https://www.yourpropertyguide.com.au/suburbs/karakin-wa-6044,0,2,0,11
postcode 6053,https://www.yourpropertyguide.com.au/suburbs/bayswater-wa-6053,0,10,0,9.2
postcode 6054,https://www.yourpropertyguide.com.au/postcodes/2754,0,1,0,39
postcode 6054,https://www.yourpropertyguide.com.au/suburbs/lockridge-wa-6054,0,1,0,34
postcode 6055,https://www.yourpropertyguide.com.au/postcodes/6055,0,1,0,30
postcode 6056,https://www.yourpropertyguide.com.au/suburbs/midvale-wa-6056,0,1,0,29
postcode 6057,https://www.yourpropertyguide.com.au/suburbs/high-wycombe-wa-6057,0,1,0,38
postcode 6058,https://www.yourpropertyguide.com.au/postcodes/6058,0,2,0,11
postcode 6059,https://www.yourpropertyguide.com.au/postcodes/6059,0,1,0,17
postcode 6066,https://www.yourpropertyguide.com.au/postcodes/6066,0,13,0,10.2
postcode 6066,https://www.yourpropertyguide.com.au/suburbs/ballajura-wa-6066,0,4,0,10
postcode 6069,https://www.yourpropertyguide.com.au/postcodes/6069,0,2,0,12.5
postcode 6083,https://www.yourpropertyguide.com.au/postcodes/6083,0,1,0,11
postcode 6083,https://www.yourpropertyguide.com.au/suburbs/gidgegannup-wa-6083,0,1,0,32
postcode 6084,https://www.yourpropertyguide.com.au/postcodes/6084,0,20,0,9.6
postcode 6100,https://www.yourpropertyguide.com.au/postcodes/6100,0,17,0,9.4
postcode 6100,https://www.yourpropertyguide.com.au/suburbs/burswood-wa-6100,0,1,0,13
postcode 6101,https://www.yourpropertyguide.com.au/suburbs/carlisle-north-wa-6101,0,23,0,10.5
postcode 6103,https://www.yourpropertyguide.com.au/postcodes/6103,0,21,0,8.9
postcode 6104,https://www.yourpropertyguide.com.au/suburbs/ascot-wa-6104,0,1,0,22
postcode 6104,https://www.yourpropertyguide.com.au/suburbs/redcliffe-wa-6104,0,3,0,40
postcode 6106,https://www.yourpropertyguide.com.au/postcodes/6100,0,1,0,41
postcode 6106,https://www.yourpropertyguide.com.au/postcodes/6106,0,2,0,10.5
postcode 6112,https://www.yourpropertyguide.com.au/suburbs/harrisdale-wa-6112,0,1,0,19
postcode 6148,https://www.yourpropertyguide.com.au/suburbs/ferndale-wa-6148,0,10,0,10.5
postcode 6149,https://www.yourpropertyguide.com.au/postcodes/6149,0,1,0,8
postcode 6151,https://www.yourpropertyguide.com.au/suburbs/south-perth-angelo-st-wa-6151,0,1,0,11
postcode 6152,https://www.yourpropertyguide.com.au/postcodes/6152,0,7,0,6.9
postcode 6152,https://www.yourpropertyguide.com.au/suburbs/waterford-wa-6152,0,1,0,11
postcode 6153,https://www.yourpropertyguide.com.au/suburbs/brentwood-wa-6153,0,1,0,10
postcode 6153,https://www.yourpropertyguide.com.au/suburbs/mount-pleasant-wa-6153,0,1,0,13
postcode 6154,https://www.yourpropertyguide.com.au/suburbs/booragoon-wa-6154,0,1,0,13
postcode 6156,https://www.yourpropertyguide.com.au/postcodes/6156,0,3,0,12.3
postcode 6161,https://www.yourpropertyguide.com.au/postcodes/6161,0,3,0,9.7
postcode 6164,https://www.yourpropertyguide.com.au/suburbs/atwell-wa-6164,0,1,0,42
postcode 6164,https://www.yourpropertyguide.com.au/suburbs/south-lake-wa-6164,0,2,0,29
postcode 6166,https://www.yourpropertyguide.com.au/postcodes/6166,0,1,0,20
postcode 6166,https://www.yourpropertyguide.com.au/suburbs/henderson-wa-6166,0,1,0,18
postcode 6168,https://www.yourpropertyguide.com.au/postcodes/6168,0,15,0,11.1
postcode 6168,https://www.yourpropertyguide.com.au/suburbs/rockingham-dc-wa-6168,0,1,0,22
postcode 6171,https://www.yourpropertyguide.com.au/postcodes/6171,0,6,0,9.5
postcode 6173,https://www.yourpropertyguide.com.au/postcodes/6173,0,21,0,8.8
postcode 6180,https://www.yourpropertyguide.com.au/postcodes/6180,0,5,0,11.8
postcode 6208,https://www.yourpropertyguide.com.au/suburbs/pinjarra-wa-6208,0,7,0,8.7
postcode 6210,https://www.yourpropertyguide.com.au/suburbs/mandurah-dc-wa-6210,0,26,0,12.3
postcode 6210 western australia,https://www.yourpropertyguide.com.au/suburbs/mandurah-dc-wa-6210,0,7,0,10.6
postcode 6211,https://www.yourpropertyguide.com.au/postcodes/6211,0,9,0,10.2
postcode 6219,https://www.yourpropertyguide.com.au/suburbs/cookernup-wa-6219,0,1,0,8
postcode 6220,https://www.yourpropertyguide.com.au/suburbs/warawarrup-wa-6220,0,10,0,10.5
postcode 6255,https://www.yourpropertyguide.com.au/suburbs/hester-brook-wa-6255,0,1,0,14
postcode 6285,https://www.yourpropertyguide.com.au/postcodes/6285,0,11,0,9.9
postcode 6302,https://www.yourpropertyguide.com.au/postcodes/6302,0,2,0,10
postcode 6302,https://www.yourpropertyguide.com.au/suburbs/flint-wa-6302,0,1,0,11
postcode 6324,https://www.yourpropertyguide.com.au/suburbs/takalarup-wa-6324,0,2,0,12
postcode 6330,https://www.yourpropertyguide.com.au/suburbs/gledhow-wa-6330,0,1,0,15
postcode 6353,https://www.yourpropertyguide.com.au/suburbs/lake-grace-wa-6353,0,1,0,10
postcode 6430,https://www.yourpropertyguide.com.au/suburbs/piccadilly-wa-6430,0,2,0,23.5
postcode 6432,https://www.yourpropertyguide.com.au/suburbs/victory-heights-wa-6432,0,10,0,9.8
postcode 6503,https://www.yourpropertyguide.com.au/suburbs/gingin-wa-6503,0,1,0,11
postcode 6516,https://www.yourpropertyguide.com.au/postcodes/6516,0,5,0,9.6
postcode 6537,https://www.yourpropertyguide.com.au/postcodes/6537,0,1,0,7
postcode 6566,https://www.yourpropertyguide.com.au/postcodes/6566,0,6,0,10
postcode 6707,https://www.yourpropertyguide.com.au/postcodes/6707,0,2,0,8
postcode 6707,https://www.yourpropertyguide.com.au/suburbs/exmouth-wa-6707,0,3,0,9
postcode 6707,https://www.yourpropertyguide.com.au/suburbs/learmonth-wa-6707,0,3,0,10
postcode 6711,https://www.yourpropertyguide.com.au/postcodes/6711,0,1,0,7
postcode 6721,https://www.yourpropertyguide.com.au/postcodes/6721,0,6,0,9
postcode 6722,https://www.yourpropertyguide.com.au/postcodes/6722,0,5,0,12
postcode 6728,https://www.yourpropertyguide.com.au/suburbs/meda-wa-6728,0,1,0,11
postcode 6743,https://www.yourpropertyguide.com.au/suburbs/durack-wa-6743,0,3,0,9
postcode 6743,https://www.yourpropertyguide.com.au/suburbs/gibb-wa-6743,0,2,0,10
postcode 6758,https://www.yourpropertyguide.com.au/postcodes/6758,0,2,0,9.5
postcode 6765,https://www.yourpropertyguide.com.au/suburbs/mount-hardman-wa-6765,0,2,0,12
postcode 6770,https://www.yourpropertyguide.com.au/suburbs/mcbeath-wa-6770,0,1,0,11
postcode 6770,https://www.yourpropertyguide.com.au/suburbs/purnululu-wa-6770,0,2,0,11
postcode 7001,https://www.yourpropertyguide.com.au/suburbs/hobart-tas-7001,0,1,0,10
postcode 7010,https://www.yourpropertyguide.com.au/postcodes/7010,0,5,0,7
postcode 7109,https://www.yourpropertyguide.com.au/suburbs/lower-longley-tas-7109,0,2,0,17
postcode 7151,https://www.yourpropertyguide.com.au/postcodes/5151,0,1,0,25
postcode 7253,https://www.yourpropertyguide.com.au/suburbs/george-town-sa-7253,0,3,0,9.3
postcode 7262,https://www.yourpropertyguide.com.au/suburbs/bridport-tas-7262,0,3,0,8.7
postcode 7270,https://www.yourpropertyguide.com.au/suburbs/beaconsfield-tas-7270,0,2,0,11
postcode 7275,https://www.yourpropertyguide.com.au/postcodes/7275,0,5,0,8.4
postcode 7300,https://www.yourpropertyguide.com.au/postcodes/7300,0,6,0,9
postcode 7301,https://www.yourpropertyguide.com.au/suburbs/liffey-tas-7301,0,1,0,10
postcode 7304,https://www.yourpropertyguide.com.au/suburbs/brandum-tas-7304,0,1,0,12
postcode 7304,https://www.yourpropertyguide.com.au/suburbs/kimberley-tas-7304,0,1,0,12
postcode 7310,https://www.yourpropertyguide.com.au/suburbs/devonport-tas-7310,0,1,0,17
postcode 7322,https://www.yourpropertyguide.com.au/suburbs/somerset-tas-7322,0,1,0,11
postcode 7325,https://www.yourpropertyguide.com.au/postcodes/7325,0,8,0,10.8
postcode 7325,https://www.yourpropertyguide.com.au/suburbs/mount-hicks-tas-7325,0,3,0,11
postcode 7325,https://www.yourpropertyguide.com.au/suburbs/yolla-tas-7325,0,1,0,13
postcode 9999,https://www.yourpropertyguide.com.au/postcodes/9999,0,11,0,7.3
postcode aberfoyle park,https://www.yourpropertyguide.com.au/postcodes/5159,0,1,0,12
postcode acacia ridge,https://www.yourpropertyguide.com.au/postcodes/4110,0,1,0,27
postcode acacia ridge,https://www.yourpropertyguide.com.au/suburbs/acacia-ridge-bc-qld-4110,0,3,0,11
postcode acacia ridge,https://www.yourpropertyguide.com.au/suburbs/acacia-ridge-dc-qld-4110,0,16,0,9.9
postcode acacia ridge,https://www.yourpropertyguide.com.au/suburbs/acacia-ridge-qld-4110,0,1,0,10
postcode acacia ridge qld,https://www.yourpropertyguide.com.au/suburbs/acacia-ridge-bc-qld-4110,0,2,0,9
postcode acacia ridge qld,https://www.yourpropertyguide.com.au/suburbs/acacia-ridge-dc-qld-4110,0,6,0,12
postcode adelaide airport,https://www.yourpropertyguide.com.au/suburbs/adelaide-airport-sa-5950,0,1,0,12
postcode agnes water,https://www.yourpropertyguide.com.au/suburbs/agnes-water-qld-4677,0,1,0,9
postcode ainslie act,https://www.yourpropertyguide.com.au/suburbs/ainslie-act-2602,0,6,0,8.5
postcode aintree,https://www.yourpropertyguide.com.au/postcodes/3336,0,11,0,10.6
postcode airlie beach,https://www.yourpropertyguide.com.au/suburbs/airlie-beach-qld-4802,0,67,0,9.6
postcode airlie beach qld,https://www.yourpropertyguide.com.au/suburbs/airlie-beach-qld-4802,0,18,0,9.2
postcode airport,https://www.yourpropertyguide.com.au/suburbs/canberra-international-airport-act-2609,0,1,0,6
postcode airport west,https://www.yourpropertyguide.com.au/suburbs/airport-west-vic-3042,0,1,0,10
postcode albion qld,https://www.yourpropertyguide.com.au/suburbs/albion-qld-4010,0,1,0,7
postcode albury,https://www.yourpropertyguide.com.au/suburbs/albury-nsw-2640,0,40,0,8.6
postcode albury nsw,https://www.yourpropertyguide.com.au/suburbs/albury-nsw-2640,0,51,0,8.4
postcode albury wodonga,https://www.yourpropertyguide.com.au/suburbs/albury-nsw-2640,0,1,0,8
postcode alderley qld,https://www.yourpropertyguide.com.au/suburbs/alderley-qld-4051,0,2,0,40
postcode alexandra headland,https://www.yourpropertyguide.com.au/suburbs/alexandra-headland-qld-4572,0,2,0,17.5
postcode algester,https://www.yourpropertyguide.com.au/suburbs/algester-qld-4115,0,1,0,14
postcode allora qld,https://www.yourpropertyguide.com.au/postcodes/4362,0,5,0,10.8
postcode alphington,https://www.yourpropertyguide.com.au/suburbs/alphington-vic-3078,0,1,0,9
postcode altona,https://www.yourpropertyguide.com.au/suburbs/altona-east-vic-3025,0,3,0,10
postcode altona,https://www.yourpropertyguide.com.au/suburbs/altona-vic-3018,0,4,0,7.5
postcode altona meadows,https://www.yourpropertyguide.com.au/suburbs/altona-meadows-vic-3028,0,4,0,8
postcode altona north,https://www.yourpropertyguide.com.au/postcodes/3025,0,3,0,11.3
postcode altona north,https://www.yourpropertyguide.com.au/suburbs/altona-north-vic-3025,0,1,0,12
postcode angle vale,https://www.yourpropertyguide.com.au/suburbs/angle-vale-sa-5117,0,2,0,11.5
postcode angle vale sa,https://www.yourpropertyguide.com.au/suburbs/angle-vale-sa-5117,0,6,0,11.7
postcode annandale,https://www.yourpropertyguide.com.au/suburbs/annandale-nsw-2038,0,6,0,10.3
postcode annandale nsw,https://www.yourpropertyguide.com.au/suburbs/annandale-nsw-2038,0,7,0,8.7
postcode annerley,https://www.yourpropertyguide.com.au/postcodes/4103,0,1,0,12
postcode annerley,https://www.yourpropertyguide.com.au/suburbs/annerley-qld-4103,0,1,0,11
postcode applecross,https://www.yourpropertyguide.com.au/suburbs/canning-bridge-applecross-wa-6153,0,1,0,11
postcode arana hills,https://www.yourpropertyguide.com.au/suburbs/arana-hills-qld-4054,0,1,0,13
postcode ardrossan,https://www.yourpropertyguide.com.au/suburbs/ardrossan-sa-5571,0,2,0,8
postcode armidale,https://www.yourpropertyguide.com.au/suburbs/armidale-nsw-2350,0,1,0,9
postcode arndell park,https://www.yourpropertyguide.com.au/postcodes/2113,0,1,0,53
postcode arundel,https://www.yourpropertyguide.com.au/suburbs/arundel-bc-qld-4214,0,1,0,8
postcode arundel,https://www.yourpropertyguide.com.au/suburbs/arundel-qld-4214,0,122,0,6.5
postcode arundel qld,https://www.yourpropertyguide.com.au/suburbs/arundel-bc-qld-4214,0,2,0,9.5
postcode arundel qld,https://www.yourpropertyguide.com.au/suburbs/arundel-dc-qld-4214,0,3,0,10
postcode arundel qld,https://www.yourpropertyguide.com.au/suburbs/arundel-qld-4214,0,44,0,7.8
postcode ascot,https://www.yourpropertyguide.com.au/suburbs/ascot-qld-4359,0,2,0,8
postcode ascot,https://www.yourpropertyguide.com.au/suburbs/ascot-wa-6104,0,3,0,8.3
postcode ascot qld,https://www.yourpropertyguide.com.au/suburbs/ascot-qld-4359,0,1,0,1
postcode ascot vale,https://www.yourpropertyguide.com.au/suburbs/ascot-vale-vic-3032,0,1,0,29
postcode ascot vale vic,https://www.yourpropertyguide.com.au/suburbs/ascot-vale-vic-3032,0,1,0,33
postcode ascot wa,https://www.yourpropertyguide.com.au/suburbs/ascot-wa-6104,0,2,0,9
postcode ashfield,https://www.yourpropertyguide.com.au/suburbs/ashfield-wa-6054,0,3,0,7
postcode ashgrove,https://www.yourpropertyguide.com.au/suburbs/ashgrove-qld-4060,0,2,0,8.5
postcode ashgrove qld,https://www.yourpropertyguide.com.au/postcodes/4060,0,1,0,12
postcode ashwood vic,https://www.yourpropertyguide.com.au/suburbs/ashwood-vic-3147,0,1,0,9
postcode aspley,https://www.yourpropertyguide.com.au/suburbs/aspley-qld-4034,0,2,0,8.5
postcode aspley qld,https://www.yourpropertyguide.com.au/suburbs/aspley-qld-4034,0,7,0,8.7
postcode attadale,https://www.yourpropertyguide.com.au/postcodes/6156,0,2,0,10.5
postcode attadale wa,https://www.yourpropertyguide.com.au/postcodes/6156,0,3,0,16.3
